geneID	patricID	transcriptID	function	bt_t04_A	bt_t04_B	bt_t04_C	bt_t12_A	bt_t12_B	bt_t12_C	bt_t36_A	bt_t36_B	bt_t36_C	btri_t12_btA	btri_t12_btB	btri_t12_btC	btri_t24_btA	btri_t24_btB	btri_t24_btC	btri_t36_btA	btri_t36_btB	btri_t36_btC
BT_0529	fig|226186.12.peg.529	AAO75636	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	392.666	426.444	300.064	169.507	255	230	14	47	12	107	94.834	134.267	26	0	18	8	28	17
BT_0530	fig|226186.12.peg.530	AAO75637	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	612.92	801	614.54	290.493	436	325.301	38	83	111	150	210.609	269.283	77	34	37	25	97	63
BT_0531	fig|226186.12.peg.531	AAO75638	"Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)"	427.597	529	443.999	448	403.688	474.699	5	16	15	702	720	624	54	24	64	4	19	0
BT_0532	fig|226186.12.peg.532	AAO75639	"Anthranilate synthase, aminase component (EC 4.1.3.27)"	756.404	886	821.208	779	729.312	642	89	59	24	292	316	460	15	9	9	27	29	0
BT_0533	fig|226186.12.peg.533	AAO75640	Tryptophan synthase beta chain (EC 4.2.1.20)	2487.017	2983.421	2663.253	3093	2220	2798	194	205	230	2766	2778	2858	177	0	8	36	91	154
BT_0534		AAO75641		2	0	0	7	5	0	0	0	0	8	3	11.004	6	0	0	0	0	0
BT_0535	fig|226186.12.peg.535	AAO75642	Iron-containing alcohol dehydrogenase	13125.05	16701.949	12204.683	25835.4	21831	28928	524	861	637	24782.927	29750.008	27814.772	1612	560	627	358	1174	655
BT_0536	fig|226186.12.peg.536	AAO75643	Two-component system sensor histidine kinase	180.06	207	156	41	50	61	0	0	16	71.428	75	55.269	34.389	41	0	6	20	14
BT_0537	fig|226186.12.peg.537	AAO75644	Two-component system sensor histidine kinase	2348.94	3251	2883	723	430	248	27	33	26	418.572	275	498.731	181.611	65	25	176	142	48
BT_0538		AAO75645		0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0
BT_0539	fig|226186.12.peg.538	AAO75646	"Transporter, sodium/sulfate symporter family"	13465.09	16827.474	13151.493	21047	17529	27409	970	979	1102	20505.929	25610	20325	1478	458	493	516	1001	1039
BT_0540	fig|226186.12.peg.540	AAO75647	Exopolyphosphatase (EC 3.6.1.11)	181	254	149	2300.959	1807	1848	145	138	250	1901.315	1686.411	1943.323	40	10	13	54	6	32
BT_0541	fig|226186.12.peg.541	AAO75648	Polyphosphate kinase (EC 2.7.4.1)	196.842	283	208	2613.041	2670	2975	80	78	151	2241.685	2138.589	2576.677	95	0	4	87	36	90
BT_0542	fig|226186.12.peg.542	AAO75649	hypothetical protein	4111.381	5257.51	4079.483	3262	3154	5202	479	530	570	2064	2210.005	2368	254	127	178	99	283	171
BT_0543	fig|226186.12.peg.543	AAO75650	"Glutamine synthetase type III, GlnN (EC 6.3.1.2)"	228	403	231.003	238	198	239	674	651	813	2256	1427	1170.495	88	51	57	68	279	99
BT_0544	fig|226186.12.peg.544	AAO75651	Ammonium transporter	384	678.873	430.063	484	406.593	508	493	424	490	6257.749	4977	3293.505	261	72	44	138	265	168
BT_0545		AAO75652		283	483.16	287.939	85	31.407	53	7	11	62	240.589	115	127	10	0	0	2	14	0
BT_0546	fig|226186.12.peg.546	AAO75653	FrrB	665.426	784.191	618.998	283	254	252	180	291	238	1318.438	1222	1096.515	135	42	37	60	65	70
BT_0547	fig|226186.12.peg.547	AAO75654	"L,L-diaminopimelate aminotransferase (EC 2.6.1.83)"	2716.594	2610.862	2372	4771	4115	3660	765	986	814	6064.122	6670.002	5546.485	495	287	204	139	298	232
BT_0548	fig|226186.12.peg.548	AAO75655	Diaminopimelate epimerase (EC 5.1.1.7)	1587.471	1745	1313.996	4589	4508	3007	97	200	307	1657.102	1861	2030	63	70	35	31	14	43
BT_0549	fig|226186.12.peg.549	AAO75656	Putative thioredoxin	1280	1911	1146	1870	1497	1386	63	212	67	6738.239	5124.646	4901	49	8	7	376	20	47
BT_0550	fig|226186.12.peg.550	AAO75657	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	3100.018	3780.003	3545.41	6672	5814	6116	848	1164	1054	2547	2413	3042.517	343	203	188	144	79	133
BT_0551	fig|226186.12.peg.551	AAO75658	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	136.977	360	136	817	549	554	336	527	535	3099.006	2755	2103.483	194	37	69	51	140	142
BT_0552	fig|226186.12.peg.552	AAO75659	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	569.334	1054	564	773	750	759	226	271	261	3056.995	3093	2573	71	49	31	77	96	54
BT_0553	fig|226186.12.peg.553	AAO75660	Glutamate synthase [NADPH] large chain (EC 1.4.1.13)	7260.198	8096.018	6111	9510	7851	8120	384	935	928	22894.258	18716	16751.969	332	180	179	165	539	338
BT_0554	fig|226186.12.peg.554	AAO75661	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	23226.677	25539.408	21490.878	16917.214	13818.288	16395	1905	2637	1833	25893.778	24960.442	21324.857	4040.886	1307	1221	2113	4832.882	3596.58
BT_0555	fig|226186.12.peg.555	AAO75662	Amidophosphoribosyltransferase (EC 2.4.2.14)	14250.122	17072.989	12284.244	14164.375	12102.363	16099.376	464	561	449	29471.696	32834.959	29121.346	1774.114	272	422	277	745.118	693.42
BT_0556	fig|226186.12.peg.556	AAO75663	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	3413.513	4535.796	2939.783	3403.274	2837.974	4150.624	136	84	63	2918.197	3454.065	3697.788	78.148	13	27	22	113.062	55
BT_0557	fig|226186.12.peg.557	AAO75664	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	13372.972	16322.354	12795.354	17106.941	14915.664	18408	2082	2325	2558	41887.261	39371.562	33853.867	4032.852	1504	1521	1605	2750.938	1341
BT_0558	fig|226186.12.peg.559	AAO75665	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13)	6184.792	6700.732	6886.389	3584	4025	4026	662	660	922	2575.076	4085.034	3538.003	1577	317	401	183	701	881
BT_0559	fig|226186.12.peg.560	AAO75666	"Transcriptional regulator, AraC family"	456	570	467	244	171	187	0	39	18	97	71	103	29	0	0	19	15	11
BT_0560	fig|226186.12.peg.561	AAO75667	outer membrane efflux protein	898	842	931	1271	941	1600	195	162	39	1306	1555	1584	1038	357	293	108	848	759
BT_0561	fig|226186.12.peg.562	AAO75668	HlyD family secretion protein	303	277	214	389	390	302	139	146	199	464	486	709	320	93	234	73	226	190
BT_0562	fig|226186.12.peg.563	AAO75669	"Efflux ABC transporter, ATP-binding protein / Efflux ABC transporter, ATP-binding protein"	1092	1010	886.493	2108	1506	2225	727	689	548	3326.623	3744.555	2682.614	692	360	327	248	291	312
BT_0563	fig|226186.12.peg.564	AAO75670	"Domain of unknown function / Efflux ABC transporter, permease protein"	617	588	603.419	1029	1014	1448	84	104	77	1145.309	1312.358	1100.559	116	30	34	52	53	134
BT_0564	fig|226186.12.peg.565	AAO75671	"Efflux ABC transporter, permease protein"	188	207	145.089	171	160	193	60	47	1	212.068	199.087	201.827	36	8	27	15	55	56
BT_0565	fig|226186.12.peg.566	AAO75672	Small heat shock protein	137	185	127	7770	5634	5064	68936	90818	62360	9106.994	7696	8112	43273	11425	14784	88652	15207	15509
BT_0566	fig|226186.12.peg.567	AAO75673	Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase	84	107.865	89.861	11	6	15	66	60	45	9	14	9	28	0	24	121	22	30
BT_0567	fig|226186.12.peg.568	AAO75674	SanA protein	274.162	328.522	265.224	52	32	50	51	70	114	61	29	44	61	60	12	151.902	17	8
BT_0568	fig|226186.12.peg.569	AAO75675	hypothetical protein	902.838	1358.613	1062.915	168	68	90	49	46	40	33	34	30	22	11	0	585.098	62	4
BT_0569	fig|226186.12.peg.570	AAO75676	Lysophospholipase L1 and related esterases	1996	2031	1811	157	137	155	68	61	30	249	172	222	117	10	17	88	117	84
BT_0570	fig|226186.12.peg.571	AAO75677	Excinuclease ABC subunit B	2933.451	3364	2675.925	10865	9415	10838	927	1380	1154	7820.237	7516	7793.929	1137	188	353	1291	1307	845
BT_0571	fig|226186.12.peg.572	AAO75678	Coenzyme A ligase	11510.689	12912.442	11382.431	4956	4067	4741	397	387	420	3480.97	3654	4007.058	424	121	110	245	419	281
BT_0572	fig|226186.12.peg.573	AAO75679	Amino acid-binding ACT	23737.872	27261.875	24339.232	7799	6275	7938	1403	1997	1405	20021.967	19313.739	14573.753	1965	537	548	1660	1957	1272
BT_0573	fig|226186.12.peg.574	AAO75680	Outer membrane assembly lipoprotein YfiO	22427.602	26443.891	22448.766	9443.432	8864.652	7902	237	521	293	4323.455	4404.162	5547.727	1476	129	178	816.408	514.329	295
BT_0574	fig|226186.12.peg.575	AAO75681	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	11145.873	12826.65	11849.176	5180.568	4785.348	4042.392	478	501	521	10198.517	10139.703	9098.273	397	117	144	1567.592	446.671	197
BT_0575	fig|226186.12.peg.576	AAO75682	hypothetical protein	2907.99	2969.747	2632.48	1167	1125	1675	68	157	163	1526.035	1931	1843.032	162	31	0	109	47	33
BT_0576	fig|226186.12.peg.577	AAO75683	hypothetical protein	1839.86	1807.421	1527.085	1179	959.573	1037	34	112	86	898.86	844.076	1007.935	48	57	28	46	59	76
BT_0577	fig|226186.12.peg.578	AAO75684	LysM-repeat proteins and domains	11543.551	16053.484	12638.188	9608	8439.427	7176	36	93	95	2690.141	2338.902	3416.065	166	14	43	95	110	26
BT_0578	fig|226186.12.peg.579	AAO75685	Excinuclease ABC subunit A	9788.085	10152	8721.039	22823.592	21925	22592	1558	1874	1639	16000.588	17734.487	16653.488	2336	553	615	1380	1337	1334
BT_0579	fig|226186.12.peg.580	AAO75686	Cys-tRNA(Pro) deacylase YbaK	1163.152	1323.187	1054.364	1247.408	1041	1215	169	134	125	773.757	518.188	672.659	103	48	19	126.887	163	9
BT_0580	fig|226186.12.peg.581	AAO75687	Di-tripeptide/cation symporter	8469.765	9282.712	8033.018	2937	2551	3443	465	454	679	1226.185	1642.417	1751.853	279	105	55	223.113	86	143
BT_0581	fig|226186.12.peg.582	AAO75688	"Acetyltransferase, GNAT family"	1065	1241	1147	477	351	345	455	721	533	575	339	613	353	89	52	649	168	157
BT_0582	fig|226186.12.peg.583	AAO75689	"Transcriptional regulator, PadR family"	437	590	451.997	113	76	66	9	38	0	63	38	42	55	55	8	7	0	13
BT_0583	fig|226186.12.peg.584	AAO75690	hypothetical protein	1362.776	1454	1373.003	914	851	1108	627	818	552	1258	1456	1289	1324	549	521	246	381	511
BT_0584	fig|226186.12.peg.585	AAO75691	Outer membrane protein romA	1069.108	1280	1068	3405	2716	3343	5008	6715	4791	4790	5033.546	4279	4367	742	1122	3056	1194	1452
BT_0585	fig|226186.12.peg.586	AAO75692	Flavoredoxin	1110	1041	965.481	7383	6221	7812	2355	2951	1985	6108	4892	4070.914	691	144	234	4532	954	737
BT_0586	fig|226186.12.peg.587	AAO75693	hypothetical protein	2627	3275.952	2980.305	899	881	748	487	416	491	460	573	565.086	493	180	198	594	230	275
BT_0587	fig|226186.12.peg.588	AAO75694	Prolyl oligopeptidase family protein	11017.874	12207.49	10509.975	3839	4035	4007	754	946	714	4460	4955	4727	1697	359	532	494	1263	892
BT_0588	fig|226186.12.peg.589	AAO75695	"BexA, multidrug efflux pump"	4706.218	5119.651	4345.501	2176	1828.045	2469	83	41	17	3172.56	3109	2809.318	63	8	17	83	30	31
BT_0589	fig|226186.12.peg.590	AAO75696	"Inner membrane protein translocase and chaperone YidC, long form"	32407.236	33521.767	28130.17	15408.822	13102	14370.057	654	714	791	13209.609	14575.249	14893.726	612	103	220	868	486	375
BT_0590	fig|226186.12.peg.592	AAO75697	CTP synthase (EC 6.3.4.2)	52770.205	58520.422	45521.145	24630.666	21010.653	21058.043	588	795	642	20975.476	21941.764	23724.414	964	367	287	497	925	571
BT_0591	fig|226186.12.peg.593	AAO75698	hypothetical protein	18333.002	20895.354	17827.648	10215	8879	12133	900	914	770	12281	10263.089	10549.98	781	221	415	444	1091	696
BT_0592	fig|226186.12.peg.594	AAO75699	hypothetical protein	31	31	16	3	0	2	0	0	0	5	6	16	3	0	0	0	0	0
BT_0593	fig|226186.12.peg.595	AAO75700	hypothetical protein	73	63	43	18	18	6	19	14	0	34	10	18	1	0	12	17	0	0
BT_0594	fig|226186.12.peg.596	AAO75701	hypothetical protein	17	29	11	7	2	0	0	10	0	5	0	3	0	0	0	11	0	0
BT_0595	fig|226186.12.peg.597	AAO75702	hypothetical protein	195	189	149	140	160	134	0	17	0	147	152	146	49	15	0	19	18	0
BT_0596	fig|226186.12.peg.598	AAO75703	"Capsular polysaccharide transcription antitermination protein, UpxY family"	4692.725	5601.382	4661.33	3182.97	3004.881	3564.465	100	121	66	2558.143	3877.9	3781.617	756	362	201.667	46.272	153	162
BT_0597	fig|226186.12.peg.599	AAO75704	UpdZ protein	1144.011	1193.968	1050.466	985.579	949.495	991.534	8	85	35	649.908	670.197	718.889	126.132	27	25.333	40.728	70.922	34
BT_0598	fig|226186.12.peg.600	AAO75705	Capsular polysaccharide biosynthesis protein capD	4840.715	5364.678	4749.381	2557.341	2306.979	2852.706	205.204	122.001	94	979.676	1370.906	1575.593	205.812	114	119	74.007	173.981	135
BT_0599	fig|226186.12.peg.601	AAO75706	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	8094.678	8925.951	9154.866	3321.528	2380.08	3971.082	202	199	240	2310.781	2293.121	2428.487	393.006	185	55	108.722	711	265
BT_0600	fig|226186.12.peg.602	AAO75707	UDP-glucuronate 5'-epimerase (EC 5.1.3.12)	1853.559	2157.828	1692.649	1055.766	805.881	1097.429	31	30	20	414.294	380.521	463.781	37	9	36	42.278	70	33.42
BT_0601	fig|226186.12.peg.603	AAO75708	UDP-N-acetylglucosamine 2-epimerase (EC 5.1.3.14)	5780.866	6651.249	6076.115	2196.92	1803.082	2493	37	63	21	1456.955	1289	1465.678	55	29	11	69	148	82
BT_0602	fig|226186.12.peg.604	AAO75709	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	7152.05	8680.999	6851.344	2681.08	2012.918	2713	45	42	35	2267.045	1863	1854.336	57	18	26	30	139	49
BT_0603	fig|226186.12.peg.605	AAO75710	hypothetical protein	1749.85	2368.83	1942.129	599.997	550.061	548	11	18	18	218.253	190.492	281.944	21	0	0	42	31	3
BT_0604	fig|226186.12.peg.606	AAO75711	"Related to F420H2-dehydrogenase, beta subunit"	1816.636	2154.901	1917.32	530.484	537.939	455	18	47	31	347.478	342.508	408.825	95	28	72	54	73.686	68
BT_0605	fig|226186.12.peg.607	AAO75712	putative polysaccharide export protein	3873.178	5192.156	3539.551	746.519	619	641	24	69	27	263.268	250.989	313.231	94	18	43	189	87.314	32
BT_0606	fig|226186.12.peg.608	AAO75713	hypothetical protein	1183.77	1608.159	1154.991	327	309.982	278	21	26	19	132	182.011	175.403	57	10	28	249	20	11
BT_0607	fig|226186.12.peg.609	AAO75714	serine O-acetyltransferase	591.013	731.97	552.057	191	130.971	157.409	0	0	25	59	38	65.473	18	12	0	27	1	0
BT_0608	fig|226186.12.peg.610	AAO75715	Glycosyltransferase	1283	1564.871	1194.952	306	300.047	298.591	0	8	19	195	150	152.124	81	23	1	172	58	7
BT_0609	fig|226186.12.peg.611	AAO75716	hypothetical protein	1557.254	1964.736	1558.606	282	196	190	24	1	5	148.237	120.079	116.288	45	12	0	111.046	43	3
BT_0610	fig|226186.12.peg.612	AAO75717	hypothetical protein	2369.747	3033.868	2588.671	559	542	431	56	30	0	510.764	481.921	537.712	85	7	27	72.954	34	6
BT_0611	fig|226186.12.peg.618	AAO75718	Glycosyltransferase	1115	1111.633	1009.248	413	408	366	18	0	6	239.632	348.725	367.004	40	8	10	8	16	24
BT_0612	fig|226186.12.peg.619	AAO75719	"Aminotransferase, DegT/DnrJ/EryC1/StrS family"	1405	1670.357	1371.752	646	569	580	22	17	15	500.368	613.275	667.996	89	27	14	30	51	14
BT_0613	fig|226186.12.peg.620	AAO75720	Polysaccharide export outer membrane protein	1979.183	2330.685	2240.745	501	530	566	24	56	6	280.546	350.814	412.457	102	37	43	79.902	96	78
BT_0614	fig|226186.12.peg.621	AAO75721	Tyrosine-protein kinase (EC 2.7.10.2)	4374.871	4958.142	4344.161	1399.556	1158.477	1681.131	196.914	121	174	1414.454	1683.186	1735.543	217	48	139	66.098	245	126
BT_0615	fig|226186.12.peg.622	AAO75722	hypothetical protein	195	267	212	90	76	85	146	102	89	132	123	150	143	128	48	44	49	96
BT_0616	fig|226186.12.peg.624	AAO75723	Sigma factor RpoE regulatory protein RseC	4174.518	5273.765	4230.217	1310.174	1083.792	812.985	13	28	25	675.071	565.115	749.94	32	0	19	25	28	17
BT_0617	fig|226186.12.peg.625	AAO75724	Electron transport complex protein RnfB	8508.126	7951.958	8146.443	5416.814	5244.819	4605.015	141	136	108	6678.887	8760.998	8235.727	323	141	91	83	86	127
BT_0618	fig|226186.12.peg.626	AAO75725	Electron transport complex protein RnfC	12999.221	13528.216	13278.672	8652.026	7413.065	8344.451	282	357	306	9414.877	10187.006	9682.331	521.133	242	267	322	685	334
BT_0619	fig|226186.12.peg.627	AAO75726	Electron transport complex protein RnfD	4307.61	4561.815	3858.486	4197.529	3451.39	4889.549	1107	1026	806	4637.709	4938.315	4563.832	1795.867	1042	720	342	3434	1513
BT_0620	fig|226186.12.peg.628	AAO75727	Electron transport complex protein RnfG	2157.915	2181.24	2030.649	1391.418	1227.304	1554	73	68	82	1045.292	1348.364	1336.644	37.066	20.546	38	36	51	42.245
BT_0621	fig|226186.12.peg.629	AAO75728	Electron transport complex protein RnfE	3865.693	4180.58	3861.344	6012.942	3853.503	7281.002	275	311	220	11562.16	10618.635	10447.755	565.934	102.454	171	90	186	70.755
BT_0622	fig|226186.12.peg.630	AAO75729	Electron transport complex protein RnfA	2987.783	3604.893	2804.416	1191.097	1166.128	1447	118	63	64	1048.948	993.639	1333.994	86	12	60	44	64	10
BT_0623	fig|226186.12.peg.631	AAO75730	UDP-glucose 4-epimerase (EC 5.1.3.2)	66318.892	76671.785	63374.819	17876	13853	15176	4307	5536	6038	11981.346	10527	10733.012	4748	1921	1743	4353	4284	2525
BT_0624	fig|226186.12.peg.632	AAO75731	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	694	897	698	626	536	537	178	231	151	448	349	465	138	43	0	66	115	74
BT_0625	fig|226186.12.peg.634	AAO75732	Replicative DNA helicase (DnaB) (EC 3.6.4.12)	7266.001	7904.424	7393.492	5419	4401	5415	787	1152	1203	10404	11529.999	9455	2144	689	697	399	1500	1575
BT_0626	fig|226186.12.peg.635	AAO75733	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	55360.484	56799.272	54564.631	20827.002	16239	21123	1121	1274	1412	15871.891	16272.006	18728.257	1442	604	424	554	1253	840
BT_0627	fig|226186.12.peg.636	AAO75734	Probable transcriptional regulatory protein YebC	8236.377	8923.863	7908.628	2765	2700	2910	1120	1146	1358	1827.371	2052.949	2518.001	603	227	114	203	458	467
BT_0628	fig|226186.12.peg.637	AAO75735	hypothetical protein	20652.353	17086.789	20777.247	11385	7694	13027	1063	1185	1031	14384.274	17220.305	15135	613	114	193	135	221	284
BT_0629	fig|226186.12.peg.638	AAO75736	Manganese transport protein MntH	13619.427	19103.597	12945.289	16248.61	10637	18768	625	656	762	23368.073	25241.566	23903.141	2146	760	649	439	1627	966
BT_0630	fig|226186.12.peg.639	AAO75737	Exodeoxyribonuclease III (EC 3.1.11.2)	2324.765	2650.158	1734.647	1452.467	1222	1565.043	79	93	118	1364.964	1651.042	1593.152	93.269	81	29	26	48	72
BT_0631	fig|226186.12.peg.640	AAO75738	hypothetical protein	1564.151	1816.639	1212.428	988.644	800	1088.957	120	143	169	909.894	1183.567	990.703	159.731	44	16	40	106	61
BT_0631a		ADX07082		4654.009	7126.792	4152	2471	1284	2076	31	14	0	814	641	698	29	16	0	29	0	0
BT_0632	fig|226186.12.peg.643	AAO75739	Translation elongation factor LepA	24022.841	25353.081	23171.994	8455	6779	8800	1238	1373	1104	13074.564	12643.74	11589	1684	591	620	793	1794	1121
BT_0633	fig|226186.12.peg.644	AAO75740	Putative Na+/H+ exchange protein	4661.555	5655.83	4269.266	4846.199	3958	5510	42	48	17	4675.021	4058.648	4402.82	53	16	52	53	45	24
BT_0634	fig|226186.12.peg.645	AAO75741	Na+/H+ antiporter NhaA type	4722.861	5072.159	4651.937	1474.182	1313	1987	15	73	24	1341.346	1446.819	1368.21	180	108	59	37	65	51
BT_0635	fig|226186.12.peg.646	AAO75742	"Transcriptional repressor, BlaI/MecI family"	418.58	426.773	386.516	291	149	151	143	156	203	250.709	225.799	177.767	356.793	77	127	60	333	228
BT_0636	fig|226186.12.peg.647	AAO75743	"Regulatory sensor-transducer, BlaR1/MecR1 family / TonB-dependent receptor"	829.42	1019.23	849.484	451	329	425	218	293	323	557.291	385.201	345.233	379.207	129	108	561	303	107
BT_0637	fig|226186.12.peg.648	AAO75744	DNA recombination protein RmuC	1313.525	1401.378	1112.995	604	463	437	89	184	297	592.2	608.083	734.397	175	98	65	182	228	141
BT_0638	fig|226186.12.peg.649	AAO75745	Methionine aminopeptidase (EC 3.4.11.18)	3010.534	3184.622	2915.994	2509	2377	2311	134	151	165	1423.919	1542.917	1549.441	232	82	74	73	117	89
BT_0639	fig|226186.12.peg.650	AAO75746	hypothetical protein	96	190	145	23	27	4	12	33	18	10	18	7	27	27	0	121	15	0
BT_0640	fig|226186.12.peg.651	AAO75747	Fe-S oxidoreductase	3115	4117	3151	1475	1131	1107	114	110	138	923	1010	1147	587	167	124	48	105	63
BT_0641		AAO75748		514	667	392	443	488	447	491	698	502	322	341	312	726	272	279	483	297	382
BT_0642	fig|226186.12.peg.652	AAO75749	RNA pseudouridylate synthase BT0642	3403.793	3765.253	3079.611	2114.708	1801	1574	160	282	261	1170.067	1134.175	1510.558	159	29	42	96	232.968	184
BT_0643	fig|226186.12.peg.653	AAO75750	"RNA methyltransferase, TrmA family"	10926.303	11385.773	10199.355	8650.292	7423	8040	347	393	386	4474.933	4969.066	6422.214	451	187	207	69	264.032	189
BT_0644	fig|226186.12.peg.655	AAO75751	"Pyruvate,phosphate dikinase (EC 2.7.9.1)"	36591.441	36266.338	36360.911	12250	8874	11887	5500	6487	6053	17326.003	20573.607	20340.013	8749	3187	3465	2233	5249	4902
BT_0645	fig|226186.12.peg.656	AAO75752	hypothetical protein	27351.257	32188.902	23188.992	2787	2307	2893	362	398	510	2175	2212	2235	395	165	152	502	371	254
BT_0646	fig|226186.12.peg.657	AAO75753	hypothetical protein	1230.114	1622	843	347	362	323	151	251	257	336	376	381	922	260	280	778	434	340
BT_0647	fig|226186.12.peg.658	AAO75754	Thiazole tautomerase TenI (EC 5.3.99.10)	3802	4433.299	3957	2948	2709	2448	617	531	770	1088	1254.987	1140.956	885	214	255	315	161	229
BT_0648	fig|226186.12.peg.659	AAO75755	Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73)	82	100.955	93.999	76	36	59	0	8	33	24	23.013	50	19	0	0	0	0	0
BT_0649	fig|226186.12.peg.660	AAO75756	2-iminoacetate synthase (ThiH) (EC 4.1.99.19)	404	472.746	367.697	368	282	342	8	32	24	425	421	360	12	24	0	27	0	0
BT_0650	fig|226186.12.peg.661	AAO75757	Phosphomethylpyrimidine synthase ThiC (EC 4.1.99.17)	1121.356	1168	1083.456	769	597	1004	98	116	45	799	817	839	83	15	11	77	56	53
BT_0651	fig|226186.12.peg.662	AAO75758	Thiazole synthase (EC 2.8.1.10)	545.587	603.396	511.233	236	274	217	40	21	18	357.313	317	348	10	0	19	28	30	16
